"","score","text"
"2134",-1,"10K 1 DAY NEW INTERVIEW OUT NOW #LINKINBIO SHIT  #ATLANTA #NEWYORK #NEWARK https://t.co/YVXLImp7Do"
"2135",1,"Brooklyn Line...make your own lifestyle. Quality is not a privilege  encuentralas en https://t.co/CpF20A7eIQ https://t.co/5potCUq8v2"
"2136",0,"Small Business Owners! https://t.co/n2UeLDKszI #newyork #losangeles #toronto #bremin #beijing #tokyo #dubai #hongkong #england #london"
"2137",0,"CMS Threatens #NewYork Basic Health Program With Big Cut https://t.co/8IfKeCVyW8"
"2138",0,"This #job might be a great fit for you: Model Governance Manager, Risk Technology Procedures - https://t.co/IA4Bike0WU"
"2139",2,"First snow of the season. Thanks for the gorgeous welcome #newyork https://t.co/XUuatxYRAh"
"2140",0,"I am hearing that Hank will be in net tonight and Pavelec Tuesday vs Dallas. #nyr #NewYork"
"2141",1,"American Airlines Successfully Consolidates Operations Into #NewYork LaGuardias Terminal B https://t.co/cLZ935llWm https://t.co/g7KJp6Fx7U"
"2142",0,"We're #hiring! Read about our latest #job opening here: HOSPITALITY AMBASSADOR - https://t.co/u1pnKqS1EI #Clerical #NewYork, NY"
"2143",0,"I implement a complete Marketing Automation platform for your clients. White-labeled through your agency. https://t.co/Am7QgX4Zel"
"2144",0,"I implement a complete Marketing Automation platform for your clients. White-labeled through your agency. https://t.co/DjkMf906Mq"
"2145",0,"I implement a complete Marketing Automation platform for your clients. White-labeled through your agency. https://t.co/PozdBkVv1v"
"2146",0,"I implement a complete Marketing Automation platform for your clients. White-labeled through your agency. https://t.co/5DyuzgXVJy"
"2147",0,"I implement a complete Marketing Automation platform for your clients. White-labeled through your agency. https://t.co/hKtfKVUF1i"
"2148",0,"I implement a complete Marketing Automation platform for your clients. White-labeled through your agency. https://t.co/xP2WxYQGe8"
"2149",0,"YAAAASSSSS ITS SNOWING IN #NEWYORK  https://t.co/hM3yQBPS4z"
"2150",0,"Is this #NewYork or #Atlanta? #SnowDay #cntraveler #instaphoto #instafresh #Winter#winterpics https://t.co/fsj1vgrhAn"
"2151",1,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/AMlOMfYZz6 #Finance #Hiring #CareerArc"
"2152",0,"Nation against Nation Trend, TimeSquare Rally   #TimesSquare 
 #muslims #Jerusalem #Israel #President #newyork https://t.co/VoYta6zzcj"
"2153",0,"Get The Rush https://t.co/U66N2vT61s
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/Hpg9akiJt6"
"2154",0,"Get The Rush https://t.co/pcCm0w43ZZ
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/3SqhNA2iJ0"
"2155",0,"Get The Rush https://t.co/m0szbHp2wo
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/bOgiSjbqTp"
"2156",0,"Get The Rush https://t.co/JyseotjcTK
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/V9xYfbtkeQ"
"2157",0,"Get The Rush https://t.co/rLo6D9aD2j
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/Om32gskJkw"
"2158",1,"Get a Dedicated Server #Google https://t.co/sSDY63drxt #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/aIaOIny4CD"
"2159",1,"Get a Dedicated Server #Google https://t.co/iobpBYfKr0 #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/8pD2qbM56Z"
"2160",0,"The GMA crew waits to film Jesse McCartney in Bryant Park. From 6/24/2005. https://t.co/ywnCuWCl5f #streetphoto https://t.co/lpGnTBelyT"
"2161",1,"Walking in a winter wonderland #snow #newyork #magical https://t.co/KkPrK0fikP"
"2162",1,"#newyork You can also be successful with the Paks Gallery https://t.co/hFo3D5TcQP #Londonist Londonist Times #nytimes"
"2163",0,"Ojai, Calif., Ringed by Flames, Is an Ash-Covered Shangri-La https://t.co/jCkz0xvTlw Via @NYTimesCC #NewYork #NYC #Life"
"2164",1,"Girls love the new color. https://t.co/e8nwuTido3 #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/Lwga9T6mYc"
"2165",1,"Girls love the new color. https://t.co/oT5h2GFbcG #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/lWhCmlpis0"
"2166",1,"Girls love the new color. https://t.co/4FSjdVLcjD #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/xuB8w1qrit"
"2167",1,"Girls love the new color. https://t.co/rYXUfv0MEk #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/cd32w5o2D0"
"2168",1,"Girls love the new color. https://t.co/WSV6PwT2ZJ #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/Hy1bDEUzFo"
"2169",1,"Girls love the new color. https://t.co/7yLpbjCEPN #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/TCIP88285y"
"2170",1,"Girls love the new color. https://t.co/isaqsy7emR #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/oDKmU3aFIc"
"2171",1,"Girls love the new color. https://t.co/L1y1ayVKWf #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/uebJ3LRD2d"
"2172",1,"Girls love the new color. https://t.co/lySUcDm19S #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/Xhtud0ktFC"
"2173",1,"Snowing in #nyc! At the top of the Empire State Building #empirestatebuilding #tourists #holiday #newyork #usa https://t.co/Dpu2V8NxFK"
"2174",1,"Girls love the new color. https://t.co/SGXLw1fHSt #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/3PJYtZ7nsa"
"2175",1,"Get a Dedicated Server #Google https://t.co/prXmSr9Nv9 #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/HATwVFT85o"
"2176",1,"Get a Dedicated Server #Google https://t.co/nXyKE1L6md #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/Yrp4nefOEt"
"2177",1,"Get a Dedicated Server #Google https://t.co/Zjpwtkv7PK #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/6K4MEs7BNk"
"2178",1,"Girls love the new color. https://t.co/04BA8pITq1 #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/ObrXFJV2O9"
"2179",1,"Get a Dedicated Server #Google https://t.co/vRBR4P6YOk #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/7UPf4ltn7a"
"2180",1,"Girls love the new color. https://t.co/gZfmmxcU2G #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/oBsDzfhrek"
"2181",1,"Girls love the new color. https://t.co/i8GLaX16ch #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/WVozS3tvef"
"2182",1,"Get a Dedicated Server #Google https://t.co/HuYmQEYjQY #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/aC8Es39flc"
"2183",1,"Get a Dedicated Server #Google https://t.co/ZTFyAMbt7b #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/8JEUx3uuIN"
"2184",1,"Want to work at Dentsu Aegis Network, US? We're #hiring in #NewYork, NY! Click for details: https://t.co/DIc0GHts3b https://t.co/5l8uRyv923"
"2185",0,"Gz up. Tonite Dec 9th TUNE IN.
Fly Ty from Rockboy G'z IS AT IT AGAIN.
#RockboyRecords
#RockboyGz
#Rockboy https://t.co/d5knLvdrl0"
"2186",1,"Get a Dedicated Server #Google https://t.co/oJGY4EUxWJ #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/VFpJ5eSpJq"
"2187",1,"Get a Dedicated Server #Google https://t.co/dT83Q3eEYM #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/cfKeqGreD7"
"2188",1,"Get a Dedicated Server #Google https://t.co/8UtVZyoMrM #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/GpkP54u7Fz"
"2189",1,"Get a Dedicated Server #Google https://t.co/O3VXyd9Df1 #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/0k5AnMu9Bg"
"2190",1,"Get a Dedicated Server #Google https://t.co/83OxwGJXdR #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/wBhl1VGmYB"
"2191",1,"Get a Dedicated Server #Google https://t.co/mMTXM5y8zF #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/NqLx1rmEiC"
"2192",0,"Central Park welcomes its first wardrobe change of blanketed snow for the season  #winterwonderland #snowwhite https://t.co/gdVCGp5To6"
"2193",1,"and its ready now :3 #nyc #watercolor #painting #newyork #empirestatebuilding #empirestate #city https://t.co/iNcSQNiwlz"
"2194",2,"Gotta Love NYC during Christmas Time
.
https://t.co/zi23MmnU6H
.
Kaits beauty Vlog for you ladies https://t.co/N56Qoedb3N"
"2195",0,"@divine_blues @Recorder_Sports @dgazette From #amsterdam #newyork to international superstar #happybirthday 101 https://t.co/xrhF6WR8On"
"2196",1,"Girls love the new color. https://t.co/eX6nHuLrJM #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/3JhJKnNfug"
"2197",1,"Girls love the new color. https://t.co/sfg6A52S3b #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/pkbzBkwPjs"
"2198",0,"Math Start Manager for Outreach and Strategic Partnerships #NewYork #jobs Apply Now at https://t.co/ADjLBqT47N #NYC #LA #CA #TX #USA"
"2199",0,"Join the IQVIA team! See our latest #job opening here: https://t.co/jYlN5mhNQ2 #Pharmaceutical #NewYork, NY #Hiring #CareerArc"
"2200",-1,"@SteveMoraco Shoutout to @desireeamberd for that Sinatra breakdown. #newyork"
"2201",0,"Get your political news out https://t.co/GsTB6mfRU9 
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/ijSf1LWFHU"
"2202",0,"Stock Picks by Rigatoni https://t.co/VWawR8H6Nd #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/6GisvJiNcS"
"2203",0,"Stock Picks by Rigatoni https://t.co/gEgHI8u96a #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/11v0aySEm9"
"2204",0,"Stock Picks by Rigatoni https://t.co/7Ze7ESVu1R #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/kbmeXIsjJf"
"2205",0,"Stock Picks by Rigatoni https://t.co/A4oHR430PY #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/SuAbeEKmvs"
"2206",0,"Stock Picks by Rigatoni https://t.co/JXlVX1n5ty #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/Ury8JW1jvq"
"2207",1,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/tkU4MXXQ3W #Sales #Hiring"
"2208",0,"Un cafecito. Un tinto. The coffee. Marchando! @drsmood #organico #organic  #Miami #NewYork https://t.co/T8nklcg1t1"
"2209",0,"If you are ever in #westchestercounty #newyork and you crave the #meatiest #burger - You must https://t.co/z3gjbEZAQK"
"2210",1,"Work hard and eat well. 
#nyc #SaturdayMorning #diet #health #vegetarian #vegan #newyork #fitness #Foodie #art https://t.co/LVoLFlsIiV"
"2211",1,"If your company can handle thousands of leads than we're your answer! https://t.co/lQktKPzRrj #wsj #nytimes https://t.co/ckjRLIb7PT"
"2212",1,"If your company can handle thousands of leads than we're your answer! https://t.co/Xx1C2EK0zx #wsj #nytimes https://t.co/ReadnASCuf"
"2213",1,"If your company can handle thousands of leads than we're your answer! https://t.co/kmX0C41Os8 #wsj #nytimes https://t.co/dXM1odmjB4"
"2214",1,"If your company can handle thousands of leads than we're your answer! https://t.co/2Nz1JDzurd #wsj #nytimes https://t.co/Noq5nL1t3H"
"2215",1,"If your company can handle thousands of leads than we're your answer! https://t.co/y9zpSLZc1d #wsj #nytimes https://t.co/OQnoCgJ2gq"
"2216",1,"If your company can handle thousands of leads than we're your answer! https://t.co/ZK23IAemxj #wsj #nytimes https://t.co/T4vOvcx27D"
"2217",1,"If your company can handle thousands of leads than we're your answer! https://t.co/2f5R1unQFV #wsj #nytimes https://t.co/dDp1JX93if"
"2218",0,"Your in-house marketing automation specialist! Agency Agnostic! https://t.co/uSuS44MmXG #wsj #nytimes #reuters https://t.co/kulmdtBWJp"
"2219",0,"Your in-house marketing automation specialist! Agency Agnostic! https://t.co/ub0d0mwWqk #wsj #nytimes #reuters https://t.co/rDxRbTlFpB"
"2220",0,"Your in-house marketing automation specialist! Agency Agnostic! https://t.co/JndRi3Ip34 #wsj #nytimes #reuters https://t.co/2ttNUj02xC"
"2221",0,"Your in-house marketing automation specialist! Agency Agnostic! https://t.co/trm8Cpv2r2 #wsj #nytimes #reuters https://t.co/3epWyvSmbv"
"2222",0,"Your in-house marketing automation specialist! Agency Agnostic! https://t.co/IRdKSsKWzr #wsj #nytimes #reuters https://t.co/5DggVyifrj"
"2223",0,"Your in-house marketing automation specialist! Agency Agnostic! https://t.co/BW6JB4TyJN #wsj #nytimes #reuters https://t.co/HSFZ5BYGIO"
"2224",0,"Snow is here!
#NewYorkCity #NewYork #USA #MadisonSquareGarden #Winter
 en New York, New York https://t.co/OuDOxSzHdM"
"2225",1,"@weatherchannel looks like #winter is starting early this #December #firstsnowfall #FirstSnowOfTheSeason in #NewYork "
"2226",0,"Girls order this. https://t.co/1SknbkYrhg #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/H3j2XQZSME"
"2227",0,"Girls order this. https://t.co/1F1dBM9JdO #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/IGPJGyNRYD"
"2228",0,"Girls order this. https://t.co/l9GRbvwSyG #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/VgKrvFNFKm"
"2229",0,"Girls order this. https://t.co/X62N0FSLsJ #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/4c8o06ffCi"
"2230",1,"If your company can handle thousands of leads than we're your answer! https://t.co/cG8nK8cvdE #wsj #nytimes https://t.co/2d62bt5BCf"
"2231",1,"If your company can handle thousands of leads than we're your answer! https://t.co/C5EWPllTeQ #wsj #nytimes https://t.co/tinYagyDog"
"2232",0,"Girls order this. https://t.co/chuQn6z0PF #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/2TC0SbLlMO"
"2233",0,"Girls order this. https://t.co/zQDVcmpwGD #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/KjKZuwWDb1"
"2234",0,"The second-most expensive space in #NewYork's hot #SoHo neighborhood has hit the market! Check out the Prince Stree https://t.co/wZA1rd4GT4"
"2235",1,"If your company can handle thousands of leads than we're your answer! https://t.co/Klz8dv3Fql #wsj #nytimes https://t.co/qO7ZwSj6cs"
"2236",1,"If your company can handle thousands of leads than we're your answer! https://t.co/y9zpSLZc1d #wsj #nytimes https://t.co/EN7Z9Aksmd"
"2237",1,"If your company can handle thousands of leads than we're your answer! https://t.co/iWjzadQI5Y #wsj #nytimes https://t.co/YfO1Z7xKVc"
"2238",0,"See our latest #NewYork, NY #job and click to apply: Corporate Investment Banking Analyst - https://t.co/y6qTjWhH3K https://t.co/zlAj88R9j0"
"2239",0,"Let the de-icing begin!  #thattimeofyear #aircanada #laguardia #newyork @ LaGuardia Airport https://t.co/0iTzmfhz9u"
"2240",0,"See our latest #NewYork, NY #job and click to apply: Supervisor, Display - https://t.co/cYYVXeI9jD #Marketing #Hiring #CareerArc"
"2241",0,"Woke up to this  #NewYork #NYC #winter #snow #snowing #goodmorning #happySaturday #weekend https://t.co/0PCFgPvHD4"
"2242",0,"Need a cab? Use Lyft app instead.  $50 credit. New Users. Enter the following code: JOX *** Chenango County #NewYork"
"2243",1,"#NYC #CentralPark #theatre #nyctourist rides NYC free w/ #Lyft - Use code ZOOT https://t.co/yC0dRNbxtW #newyork #timeout #lyft #Lyft #ny"
"2244",1,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/LuR39cN2sA #TopTechJobs #ProjectMgmt #Hiring"
"2245",0,"Google #Cloud #Dedicated #Web #Server https://t.co/sSDY63drxt #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/fzobBkl4oP"
"2246",0,"Google #Cloud #Dedicated #Web #Server https://t.co/iobpBYfKr0 #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/8gLCVoJJKb"
"2247",1,"If your company can handle thousands of leads than we're your answer! https://t.co/ZE66MUCZWE #wsj #nytimes https://t.co/ovvOxXpytb"
"2248",1,"See you soon New York! 
_
#newyork #newyorkcity #NY #manhattan  #CentralPark #love #paleolove https://t.co/ZymJGryglo"
"2249",-1,"Wait  it was supposed to snow today?  #SaturdayMorning #newyork"
"2250",3,"Statue Of Liberty #Statue #Liberty #statueofliberty #nyc #newyork en Statue Of Liberty, https://t.co/1wkcK5TLpY"
"2251",1,"#Randstad is hiring a #Salesforce #Technical Lead - AVP in #NewYork, apply now! #job https://t.co/DVBEGpLHXi https://t.co/RmGEJj63T6"
"2252",0,"SCN Corporate Connect Episode 3: ICOs and Impact: https://t.co/4yS0pvDloF #wsj #nytimes #reuters #bloomberg https://t.co/AkKukoHsRA"
"2253",0,"SCN Corporate Connect Episode 3: ICOs and Impact: https://t.co/25bi4KI1xF #wsj #nytimes #reuters #bloomberg https://t.co/onWggpbh3U"
"2254",0,"SCN Corporate Connect Episode 3: ICOs and Impact: https://t.co/R1ibUWikBf #wsj #nytimes #reuters #bloomberg https://t.co/DezRHKS6cI"
"2255",0,"SCN Corporate Connect Episode 3: ICOs and Impact: https://t.co/yTyDYznIkW #wsj #nytimes #reuters #bloomberg https://t.co/rZTzC72Abm"
"2256",0,"SCN Corporate Connect Episode 3: ICOs and Impact: https://t.co/4GSSIdL2qp #wsj #nytimes #reuters #bloomberg https://t.co/Oh9jPuLteZ"
"2257",0,"SCN Corporate Connect Episode 3: ICOs and Impact: https://t.co/zum61Xsrnk #wsj #nytimes #reuters #bloomberg https://t.co/MZJ8Wim3tX"
"2258",0,"My nude make-up look 
#mua #makeupartist #newyork #snowday https://t.co/juZvRzv6nj"
"2259",0,"If youre in #TimesSquare check out our latest #video #animation for the city of #newrochelle #newyork https://t.co/jsuU4hgYRJ"
"2260",-1,"Move over #McGuire and #Canseco the new bash brothers are in town #Judge #Stanton lol #NewYork #NewYork #yankees #winnow"
"2261",1,"If you are near upstate #NewYork. Aurora makes a great #getaway.  https://t.co/PPN1gByRh1 https://t.co/16y09ZqsXy"
"2262",1,"Dedicated #server  https://t.co/nXyKE1L6md #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/241IzN1xmS"
"2263",1,"Dedicated #server  https://t.co/prXmSr9Nv9 #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/akd8BsMK4W"
"2264",1,"Dedicated #server  https://t.co/Zjpwtkv7PK #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/0JLi6JV7BS"
"2265",1,"Dedicated #server  https://t.co/vRBR4P6YOk #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/cCROzoY7cc"
"2266",1,"Dedicated #server  https://t.co/HuYmQEYjQY #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/TmRLGABcTG"
"2267",1,"Dedicated #server  https://t.co/ZTFyAMbt7b #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/wFMdQaCQbC"
"2268",0,"New York City's Mayor Office announces the 6th December as the annual Andrea Pirlo Day.  
Andrea Pirlo now has h https://t.co/myNVYE74va"
"2269",0,".@IndianCowboyPix has a #NBA #FreePlay in the #Knicks #BullsNation game! Check it out here: https://t.co/Fs9jV77DDV https://t.co/DpIayrnP3o"
"2270",0,"We're #hiring! Click to apply: Associate Production Manager - https://t.co/eWBMyQDEmg #SkilledTrade #NewYork, NY #Job #Jobs #CareerArc"
"2271",0,"Let it snow! Let it snow! Let it snow!

#usa #newyork #snow #snowflakes https://t.co/tAxAR8vuwR"
"2272",1,"The Calm Before The  Storm

@FlatironNY @NYC @discovering_NYC @yourtake #NYC #NewYork #Night #NikonLove #Aerial https://t.co/xHtLgvdbRx"
"2273",1,"saw this on IG. That top tho #newyork #Serendipity #teambabes  https://t.co/KYptVE9Y3D"
"2274",0,"On his final voyage before retirement, Commodore John Anderson docked the 53,000-ton SS United States without tug a https://t.co/iIPaKy7Kzf"
"2275",0,"#nowplaying Otis Redding - White Christmas #nola #newyork #dallas #atlanta #houston #chicago #losangeles"
"2276",0,"First day of snow! #NewYork #KDiaries @ Suffolk County, New York https://t.co/GzfX08cXpD"
"2277",0,"The crew #newyork #newyorkcity #timessquare #nofilters @ Times https://t.co/mtda6TQY09"
"2278",0,"Join the 24 Seven team! See our latest #job opening here: https://t.co/WcGonOZKR8 #Marketing #NewYork, NY #Hiring #CareerArc"
"2279",0,"Times Square

#timessquare #architecture #street #metropolis #nyc #newyork #newyorkcity https://t.co/i5itOg2XZm"
"2280",1,"Dedicated #server  https://t.co/NP7fONSZmh #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/f3KTzDuor0"
"2281",1,"Dedicated #server  https://t.co/qAzdbP5nQz #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/OHtq56rfzM"
"2282",1,"Dedicated #server  https://t.co/bt5L7Fjhzq #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/daUMFVFFKf"
"2283",1,"Dedicated #server  https://t.co/KsKNI8x8kI #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/9gqkaXOjiZ"
"2284",1,"Dedicated #server  https://t.co/oYgHl80zzE #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/OfSqS0tW7i"
"2285",1,"Dedicated #server  https://t.co/hOa9GtxDut #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes #nasdaq https://t.co/0UL4oE76TR"
"2286",0,"Manager, #Sports #Marketing (#job) wanted in #NewYork. #Disney https://t.co/8LujjuS5f5 #DisneyJobs https://t.co/Nt0CZn7vP9"
"2287",0,"#goodmorning #haiti #happy #saturday #cold #snow in #newyork #haitiansbelike #dreams of a https://t.co/0KTyrYScNv"
"2288",0,"December 9, 1793: New York City's first daily newspaper, the American Minerva, is established by Noah Webster https://t.co/ubDtIIkJ9S"
"2289",0,"San Francisco, California to #NewYork #NewYork for 9 days for only $325, departing Sun, Apr 15th. #airfare
https://t.co/QfrQ24h9vW"
"2290",0,"9 day trips to #NewYork #NewYork are only $325, departing Sun, Apr 15th. #airfare
https://t.co/xPODmolNto via @hitlist_app"
"2291",0,"Join the CITI team! See our latest #job opening here: https://t.co/91F9XslhHw #CitiCareers #Art #NewYork, NY #Hiring #CareerArc"
"2292",0,"Central Park in Dec...amazing. #centralpark #newyork #christmasinnewyork #thepond @ Central Park https://t.co/1N1MVDNNC4"
"2293",0,"@Giancarlo818 might hit 80 homeruns next year for the #yankees. #Sanchez, #Judge &amp; #Stanton. Lots of HRs and lots o https://t.co/xqqpZR6N6A"
"2294",1,"Its snowing!!! I feel like a kid. #firstsnow #newyork #christmas #advent #december #winterchild #getoutthesnowboots"
"2295",1,"20% off any vehicle that has snow on it. You read right 20% off. #snow #hyundai #action #actionhyundai https://t.co/YGelYC4UWC"
"2296",0,"The first snowfall has just arrived in the BIG  #newyork  @ Times Square, New York City https://t.co/9SgPrc2Tcq"
"2297",0,"Getting colder! Currently it's 34F and Snow. #newyork #weather"
"2298",1,"Light up your home safely in New City with tips: Holidays 2017 https://t.co/TawFcsBtq4 #NewCity #NewYork #safetytips"
"2299",0,"Tabitha Simmons Sample Sale in New York (13 - 15 Dec)
#TabithaSimmons #Sale #SampleSale #Shopping #Fashion #Event https://t.co/a9Q0wyRTyz"
"2300",0,"Check out more jobs at https://t.co/Jo3B5vwPVi #techjobs #careers #newyork"
"2301",0,"Invite your friends and family to our Bottomless Brunch this weekend. We have something here for everyone.  https://t.co/55bX2VHTjG"
"2302",0,"Now #Hiring #iOS @Scholastic is seeking a Associate Software Engineer to join their team in #NewYork #Job Apply Now https://t.co/zIScKbr3x2"
"2303",1,"Can you recommend anyone for this #job? Japanese major logistics company is seeking a delivery and moving driver. - https://t.co/HoMZ1b8Q5C"
"2304",0,"The first one... #ithasbegun #snowfall #snow #newyork #newyorkcity #bronx #bx # # # @ https://t.co/tN05LsKs1t"
"2305",0,"#snow day in #brooklyn    #newyork  #colors_hub #clubepixel #gramoftheday #ig_today #ig_4every1 https://t.co/LVeh4hOTJu"
"2306",0,"It's snowing in #NewYork and I'm living for it 

#snow"
"2307",0,"Its snowing! Yay!

#snow #snowynewyork #winterishere #newyork #newyorkcity #lgbt #gay #gayman https://t.co/eak0TGyWlJ"
"2308",1,"The richest people in the world pay everyone from nannies to chefs to keep their household running smoothly  and i https://t.co/Pko22EKuGT"
"2309",0,"Riverside Tower Hotel
https://t.co/jUY7C90oV2
#hotels #hotel #riverside #newyork #nyc #travel #travelblog https://t.co/0qIL0jkGPE"
"2310",0,"@realDonaldTrump Wish I could vote in #Alabama but I'm in #liberal #NewYork"
"2311",-1,"Cheap Flights from DC to Vegas
https://t.co/bBMvDqtb7r
#hotels #booking #travel #traveltips #travelblog https://t.co/xmTanmxKFX"
"2312",0,"The latest Working #Actor News with John Byrne! https://t.co/d82rut7wnt Thanks to @AAABackstage #vocalists #newyork"
"2313",1,"Can you recommend anyone for this #job? Senior Analyst, Search - https://t.co/pSNYmRfqku #Marketing #NewYork, NY #Hiring #CareerArc"
"2314",0,"#JuryDuty in #NewYork:
$40 a day 
No cell phones or laptops

Are you friggin' kidding me? And you wonder why you ha https://t.co/JoDPHxx3T9"
"2315",1,"It Is beginning to look a lot like HOCKEY SEASON! It is snowing in #NewYork Rangers Devils at the Garden at 7pm. LE https://t.co/F3hrcomzWg"
"2316",0,"my cousins engaged!!! #NewYork https://t.co/eNJLfrcFra"
"2317",0,"There is report that the @Yankees traded Starlin Castro for the reigning NL MVP  @Giancarlo818 and didnt give any p https://t.co/hTgnnbC5Q5"
"2318",0,"Anything with snow on it gets not 10% but 20% off. #snow #20%
#actionnissanofflemington #nissan https://t.co/I9d5yVgHsK"
"2319",1,"Want to work in #NewYork, NY? View our latest opening: https://t.co/TCbs0MRzD3 #IT #Job #Jobs #Hiring"
"2320",1,"Design your perfect suit at Rex Fabrics.
.
.
.
.
#rexfabrics #bespoketailoring #tailors #miamitailor #suit #jacket https://t.co/lx1QXbz1Z7"
"2321",1,"#Repost @cinelli_official #tbt to @lucasbrunelle rocking the @streetkingsnyc jacket and Strato Faster through the s https://t.co/IWZuyAxcYE"
"2322",0,"BUSTED: New Yorks Democrat Governor Caught Trying To Plant Questions For The Press @ChrisCuomo #newyork ~ https://t.co/rg0RiKFJ4w"
"2323",0,"My ""snow"" gear for all of this #Atlanta #SnowStorm2017. My #Nike #ACG boots from my #NewYork https://t.co/jJe4Wnk4cJ"
"2324",0,"Fish in this. https://t.co/qYPWNogKwq #fishing #surfing #Florida #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/s6r8pwefOH"
"2325",0,"Fish in this. https://t.co/j93Zm1q4q8 #fishing #surfing #Florida #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/8mtNHdNzbB"
